plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0845,09/11/2025,Customer_6,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,West Bengal,958,133,297,6047,3117,0.55,0,0,9428,4199,YARD_1,Finished Steel,BOXN,Via Bilaspur,3
PLAN_2024_0846,28/10/2025,Customer_48,Rourkela Steel Plant,West Bengal,Jindal Steel Raigarh,Maharashtra,315,223,157,18572,5174,0.4,1,2,6810,4189,YARD_8,Finished Steel,BTPN,Via Tatanagar,3
PLAN_2024_0847,20/10/2025,Customer_38,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Jharkhand,472,390,202,8054,1669,0.51,0,0,6916,2598,YARD_9,Coal,BRN,Via Tatanagar,10
PLAN_2024_0848,06/11/2025,Customer_32,Bokaro Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1277,112,149,14170,1250,0.66,0,0,1945,2618,YARD_3,Iron Ore,BTPN,Via Nagpur,2
PLAN_2024_0849,13/11/2025,Customer_25,Durgapur Steel Plant,Odisha,Bhushan Steel Meramandali,Maharashtra,1013,260,253,9411,4588,0.12,1,4,9956,3044,YARD_9,Iron Ore,BCN,Via Bilaspur,4
PLAN_2024_0850,13/11/2025,Customer_39,Bhilai Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,640,308,199,14096,6558,0.34,0,0,5450,3053,YARD_3,Limestone,BRN,Via Nagpur,5
PLAN_2024_0851,18/10/2025,Customer_12,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Gujarat,893,375,163,6068,7612,0.45,0,0,7214,2198,YARD_5,Coal,BTPN,Via Nagpur,10
PLAN_2024_0852,08/11/2025,Customer_22,Durgapur Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,403,369,290,17648,7077,0.92,1,3,2192,769,YARD_4,Limestone,BTPN,Via Tatanagar,6
PLAN_2024_0853,17/10/2025,Customer_4,Bhilai Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Odisha,807,301,110,9531,1018,0.49,0,0,9442,4657,YARD_9,Iron Ore,BRN,Via Nagpur,8
PLAN_2024_0854,31/10/2025,Customer_16,Rourkela Steel Plant,West Bengal,JSW Steel Dolvi,Chhattisgarh,444,390,212,19573,5558,0.46,0,0,5810,4482,YARD_8,Limestone,BOXN,Via Bilaspur,6
PLAN_2024_0855,12/11/2025,Customer_50,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,308,95,114,9079,6952,0.18,0,0,7175,1702,YARD_7,Iron Ore,BTPN,Via Nagpur,4
PLAN_2024_0856,14/11/2025,Customer_26,Durgapur Steel Plant,West Bengal,Tata Steel Jamshedpur,Andhra Pradesh,956,150,192,6313,3293,0.9,1,1,9633,1643,YARD_7,Iron Ore,BCN,Via Tatanagar,8
PLAN_2024_0857,22/10/2025,Customer_37,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,Jharkhand,744,403,245,6967,4918,0.33,1,1,7970,3679,YARD_3,Iron Ore,BCN,Via Tatanagar,6
PLAN_2024_0858,13/11/2025,Customer_43,Bhilai Steel Plant,Andhra Pradesh,SAIL Burnpur,Gujarat,500,396,157,13544,5414,0.68,1,4,8043,3619,YARD_5,Limestone,BRN,Via Bilaspur,2
PLAN_2024_0859,07/11/2025,Customer_19,Rourkela Steel Plant,Jharkhand,Jindal Steel Raigarh,Gujarat,1034,164,155,18179,6635,0.8,0,0,1454,2575,YARD_6,Iron Ore,BCN,Via Bilaspur,7
PLAN_2024_0860,01/11/2025,Customer_16,Durgapur Steel Plant,Jharkhand,Tata Steel Jamshedpur,Gujarat,1317,318,112,5427,3173,0.14,1,1,1435,1721,YARD_4,Iron Ore,BCN,Via Nagpur,10
PLAN_2024_0861,11/11/2025,Customer_10,Bhilai Steel Plant,Gujarat,Essar Steel Hazira,West Bengal,1068,232,126,13539,1892,0.78,0,0,5089,3130,YARD_8,Finished Steel,BCN,Via Nagpur,2
PLAN_2024_0862,18/10/2025,Customer_48,Rourkela Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Gujarat,586,307,227,7923,3163,0.23,1,5,6067,3546,YARD_5,Finished Steel,BRN,Direct,2
PLAN_2024_0863,17/10/2025,Customer_35,Bokaro Steel Plant,Maharashtra,Tata Steel Jamshedpur,Jharkhand,1431,281,253,8217,3152,0.27,0,0,7369,2630,YARD_4,Limestone,BRN,Via Bilaspur,8
PLAN_2024_0864,27/10/2025,Customer_15,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Chhattisgarh,1101,435,223,7186,7907,0.87,0,0,1036,3618,YARD_8,Coal,BCN,Via Tatanagar,3
PLAN_2024_0865,29/10/2025,Customer_33,Rourkela Steel Plant,Odisha,Tata Steel Jamshedpur,Gujarat,1308,207,215,9090,6691,0.64,0,0,5799,4950,YARD_9,Iron Ore,BCN,Direct,9
PLAN_2024_0866,03/11/2025,Customer_8,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Odisha,1118,127,148,18086,5754,0.6,1,3,4185,1160,YARD_10,Finished Steel,BRN,Via Bilaspur,7
PLAN_2024_0867,12/11/2025,Customer_40,Durgapur Steel Plant,Gujarat,Bhushan Steel Meramandali,Chhattisgarh,835,432,289,16065,4162,0.75,1,2,6705,2480,YARD_10,Limestone,BTPN,Via Tatanagar,2
PLAN_2024_0868,24/10/2025,Customer_42,Rourkela Steel Plant,Odisha,JSW Steel Dolvi,Chhattisgarh,846,299,288,5730,6828,0.65,1,2,7367,4067,YARD_7,Finished Steel,BOXN,Direct,4
PLAN_2024_0869,07/11/2025,Customer_29,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Odisha,397,496,148,17199,3958,0.85,1,4,5619,1421,YARD_8,Coal,BCN,Via Tatanagar,7
PLAN_2024_0870,06/11/2025,Customer_45,Bokaro Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Chhattisgarh,1020,93,144,19313,7162,0.71,0,0,9736,4119,YARD_9,Limestone,BTPN,Via Tatanagar,10
PLAN_2024_0871,11/11/2025,Customer_50,Rourkela Steel Plant,Jharkhand,JSW Steel Dolvi,Maharashtra,1439,430,125,9240,7832,0.51,0,0,8531,2945,YARD_7,Coal,BOXN,Via Nagpur,4
PLAN_2024_0872,29/10/2025,Customer_14,Bokaro Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Chhattisgarh,418,451,180,5828,5082,0.57,0,0,3129,1034,YARD_4,Finished Steel,BRN,Direct,5
PLAN_2024_0873,21/10/2025,Customer_11,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,Maharashtra,508,344,142,6832,3873,0.83,1,5,2184,4237,YARD_4,Coal,BRN,Via Tatanagar,3
PLAN_2024_0874,08/11/2025,Customer_32,Durgapur Steel Plant,Odisha,Essar Steel Hazira,West Bengal,1088,241,294,8568,6371,0.25,0,0,8697,3409,YARD_6,Coal,BOXN,Via Tatanagar,6
PLAN_2024_0875,27/10/2025,Customer_34,Bokaro Steel Plant,West Bengal,Tata Steel Jamshedpur,Chhattisgarh,1080,191,273,18225,2086,0.59,0,0,6407,4029,YARD_1,Coal,BRN,Via Bilaspur,8
PLAN_2024_0876,16/10/2025,Customer_16,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,1302,218,119,7188,1540,0.19,0,0,8824,2027,YARD_8,Coal,BOXN,Direct,8
PLAN_2024_0877,05/11/2025,Customer_27,Durgapur Steel Plant,Odisha,Tata Steel Jamshedpur,Andhra Pradesh,1256,137,148,13700,1357,0.49,0,0,2507,2248,YARD_9,Finished Steel,BOXN,Via Tatanagar,6
PLAN_2024_0878,31/10/2025,Customer_50,Rourkela Steel Plant,West Bengal,Jindal Steel Raigarh,Andhra Pradesh,1361,316,278,16385,3715,0.82,0,0,7307,3596,YARD_1,Iron Ore,BRN,Via Bilaspur,10
PLAN_2024_0879,21/10/2025,Customer_49,Bokaro Steel Plant,Jharkhand,Bhushan Steel Meramandali,Andhra Pradesh,855,309,146,6150,1068,0.75,1,3,6215,886,YARD_2,Finished Steel,BOXN,Via Tatanagar,8
PLAN_2024_0880,07/11/2025,Customer_13,Durgapur Steel Plant,Gujarat,Jindal Steel Raigarh,Chhattisgarh,625,202,141,14282,7246,0.8,0,0,5495,4534,YARD_8,Finished Steel,BTPN,Via Bilaspur,9
PLAN_2024_0881,19/10/2025,Customer_26,Bokaro Steel Plant,Odisha,RINL Visakhapatnam,Chhattisgarh,1344,400,249,19312,4289,0.93,0,0,7118,1160,YARD_2,Limestone,BCN,Via Tatanagar,8
PLAN_2024_0882,02/11/2025,Customer_41,Rourkela Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Maharashtra,381,339,190,6087,6255,0.31,0,0,8496,3736,YARD_7,Coal,BTPN,Via Bilaspur,2
PLAN_2024_0883,08/11/2025,Customer_22,Durgapur Steel Plant,Chhattisgarh,Jindal Steel Raigarh,West Bengal,488,185,106,17315,1924,0.78,1,3,5900,2030,YARD_9,Limestone,BTPN,Via Tatanagar,2
PLAN_2024_0884,16/10/2025,Customer_19,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,811,165,160,5207,2031,0.85,0,0,7598,3926,YARD_4,Limestone,BTPN,Via Bilaspur,6
PLAN_2024_0885,25/10/2025,Customer_18,Bokaro Steel Plant,Andhra Pradesh,Essar Steel Hazira,West Bengal,1136,137,285,17909,4393,0.59,1,4,5742,3684,YARD_6,Coal,BRN,Via Nagpur,9
PLAN_2024_0886,19/10/2025,Customer_24,Rourkela Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Odisha,1444,305,116,17419,4108,0.97,1,1,5569,2192,YARD_7,Coal,BTPN,Via Bilaspur,4
PLAN_2024_0887,21/10/2025,Customer_20,Bhilai Steel Plant,Jharkhand,SAIL Burnpur,Odisha,756,162,108,13893,2441,0.31,0,0,9244,584,YARD_5,Limestone,BCN,Via Bilaspur,3
PLAN_2024_0888,20/10/2025,Customer_6,Bokaro Steel Plant,Chhattisgarh,JSW Steel Dolvi,Maharashtra,1031,170,133,19457,3107,0.7,0,0,2268,4868,YARD_4,Iron Ore,BTPN,Via Tatanagar,5
PLAN_2024_0889,30/10/2025,Customer_46,Rourkela Steel Plant,Gujarat,RINL Visakhapatnam,West Bengal,1184,264,277,13681,1147,0.46,1,3,5972,3026,YARD_9,Finished Steel,BTPN,Via Bilaspur,9
PLAN_2024_0890,31/10/2025,Customer_45,Durgapur Steel Plant,Jharkhand,JSW Steel Dolvi,Gujarat,1496,496,126,16834,5787,0.29,1,5,2378,4776,YARD_3,Limestone,BTPN,Direct,6
PLAN_2024_0891,30/10/2025,Customer_13,Bhilai Steel Plant,West Bengal,Jindal Steel Raigarh,Jharkhand,783,254,150,11508,6279,0.83,1,4,8020,2832,YARD_4,Limestone,BTPN,Via Tatanagar,3
PLAN_2024_0892,14/11/2025,Customer_30,Durgapur Steel Plant,Gujarat,Bhushan Steel Meramandali,Maharashtra,1341,439,178,15135,1977,0.1,0,0,1704,4534,YARD_4,Iron Ore,BRN,Direct,10
PLAN_2024_0893,18/10/2025,Customer_33,Bhilai Steel Plant,Chhattisgarh,Essar Steel Hazira,Jharkhand,990,299,262,14631,3611,0.3,0,0,3490,3650,YARD_2,Iron Ore,BRN,Direct,3
PLAN_2024_0894,04/11/2025,Customer_27,Bokaro Steel Plant,Chhattisgarh,RINL Visakhapatnam,Jharkhand,745,60,140,14529,2621,0.17,1,4,1227,2648,YARD_3,Limestone,BOXN,Via Bilaspur,4
PLAN_2024_0895,27/10/2025,Customer_42,Rourkela Steel Plant,Gujarat,Essar Steel Hazira,Odisha,1500,451,227,10373,5816,0.26,0,0,3635,877,YARD_4,Iron Ore,BOXN,Via Tatanagar,6
PLAN_2024_0896,07/11/2025,Customer_49,Bhilai Steel Plant,Odisha,Jindal Steel Raigarh,Chhattisgarh,1437,116,227,15550,1654,0.8,0,0,7317,3082,YARD_7,Limestone,BRN,Direct,5
PLAN_2024_0897,29/10/2025,Customer_33,Bhilai Steel Plant,Odisha,SAIL Burnpur,Chhattisgarh,610,448,218,7481,1910,0.24,1,1,3408,1545,YARD_3,Finished Steel,BTPN,Direct,9
PLAN_2024_0898,10/11/2025,Customer_6,Rourkela Steel Plant,Jharkhand,RINL Visakhapatnam,West Bengal,1366,473,247,12921,3650,0.58,0,0,1936,1795,YARD_10,Finished Steel,BCN,Via Bilaspur,5
PLAN_2024_0899,24/10/2025,Customer_44,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Maharashtra,618,170,126,5150,5435,0.42,0,0,9065,3905,YARD_2,Coal,BTPN,Via Bilaspur,8
PLAN_2024_0900,21/10/2025,Customer_6,Rourkela Steel Plant,Odisha,SAIL Burnpur,Jharkhand,683,463,152,9438,3372,0.73,1,3,2466,4417,YARD_7,Iron Ore,BOXN,Via Tatanagar,5
PLAN_2024_0901,01/11/2025,Customer_45,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,936,404,286,7642,4363,0.15,0,0,3221,2561,YARD_7,Finished Steel,BRN,Direct,9
PLAN_2024_0902,04/11/2025,Customer_44,Rourkela Steel Plant,Maharashtra,RINL Visakhapatnam,Andhra Pradesh,1434,415,152,14948,6483,0.89,0,0,2194,3391,YARD_8,Limestone,BOXN,Direct,4
PLAN_2024_0903,20/10/2025,Customer_30,Rourkela Steel Plant,Maharashtra,Essar Steel Hazira,West Bengal,673,98,217,5213,7697,0.97,0,0,3656,3385,YARD_1,Limestone,BRN,Via Nagpur,8
PLAN_2024_0904,16/10/2025,Customer_25,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Chhattisgarh,1080,440,277,7577,3871,0.23,1,3,6346,3903,YARD_2,Finished Steel,BRN,Direct,2
PLAN_2024_0905,21/10/2025,Customer_19,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Andhra Pradesh,425,241,279,15586,4506,0.46,1,5,1125,3636,YARD_6,Coal,BTPN,Via Bilaspur,4
PLAN_2024_0906,05/11/2025,Customer_43,Bokaro Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,1125,235,172,13890,7482,0.83,1,2,4161,3334,YARD_6,Coal,BTPN,Via Bilaspur,4
PLAN_2024_0907,10/11/2025,Customer_20,Rourkela Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Jharkhand,1430,438,170,14842,6186,0.24,0,0,7597,3121,YARD_9,Finished Steel,BRN,Direct,8
PLAN_2024_0908,01/11/2025,Customer_15,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Gujarat,1149,259,270,19840,5938,0.79,1,3,5186,736,YARD_2,Finished Steel,BRN,Direct,9
PLAN_2024_0909,25/10/2025,Customer_43,Bokaro Steel Plant,Maharashtra,Tata Steel Jamshedpur,Chhattisgarh,502,419,254,9192,2932,0.12,1,3,7657,4490,YARD_5,Limestone,BCN,Via Bilaspur,3
PLAN_2024_0910,21/10/2025,Customer_22,Rourkela Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,416,485,179,6664,3643,0.41,0,0,7547,2284,YARD_5,Finished Steel,BCN,Direct,10
PLAN_2024_0911,09/11/2025,Customer_15,Rourkela Steel Plant,Maharashtra,Essar Steel Hazira,Odisha,615,403,231,10333,3353,0.49,1,3,7157,4687,YARD_4,Finished Steel,BRN,Direct,3
PLAN_2024_0912,17/10/2025,Customer_46,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Maharashtra,653,481,185,10258,7346,0.29,1,4,8327,1822,YARD_3,Coal,BTPN,Via Bilaspur,6
PLAN_2024_0913,04/11/2025,Customer_13,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,1322,127,185,12349,1595,0.4,0,0,4305,946,YARD_2,Finished Steel,BOXN,Via Nagpur,7
PLAN_2024_0914,20/10/2025,Customer_31,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Maharashtra,669,262,290,6610,3234,0.79,1,4,6528,4221,YARD_1,Coal,BOXN,Via Nagpur,2
PLAN_2024_0915,21/10/2025,Customer_27,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,West Bengal,951,130,176,19298,4854,0.53,1,5,8731,4548,YARD_1,Coal,BTPN,Via Nagpur,10
PLAN_2024_0916,08/11/2025,Customer_2,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Chhattisgarh,214,327,295,12350,2389,0.75,0,0,7854,4294,YARD_7,Iron Ore,BCN,Via Bilaspur,2
PLAN_2024_0917,02/11/2025,Customer_42,Bhilai Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,920,59,115,12420,3393,0.82,0,0,5531,3728,YARD_10,Coal,BTPN,Via Tatanagar,3
PLAN_2024_0918,23/10/2025,Customer_35,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Maharashtra,523,73,105,9192,7654,0.37,1,3,5775,4415,YARD_9,Iron Ore,BOXN,Via Nagpur,6
PLAN_2024_0919,16/10/2025,Customer_43,Rourkela Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,598,485,220,17796,1128,0.91,0,0,6141,1896,YARD_3,Finished Steel,BOXN,Via Bilaspur,6
PLAN_2024_0920,18/10/2025,Customer_24,Bokaro Steel Plant,West Bengal,Bhushan Steel Meramandali,Maharashtra,1208,250,246,11963,4535,0.17,0,0,4199,3373,YARD_7,Finished Steel,BRN,Via Tatanagar,5
PLAN_2024_0921,22/10/2025,Customer_25,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Jharkhand,397,366,267,19974,5571,0.4,0,0,5153,974,YARD_3,Iron Ore,BTPN,Via Bilaspur,4
PLAN_2024_0922,26/10/2025,Customer_27,Rourkela Steel Plant,West Bengal,RINL Visakhapatnam,Jharkhand,817,176,295,18925,3094,0.92,1,5,5218,4109,YARD_7,Iron Ore,BRN,Via Nagpur,6
PLAN_2024_0923,07/11/2025,Customer_24,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Andhra Pradesh,237,415,204,15567,1209,0.54,1,3,5067,4224,YARD_6,Coal,BTPN,Via Tatanagar,5
PLAN_2024_0924,27/10/2025,Customer_18,Bokaro Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,462,266,100,16651,7440,0.76,0,0,8821,4020,YARD_7,Finished Steel,BTPN,Via Bilaspur,9
PLAN_2024_0925,01/11/2025,Customer_41,Rourkela Steel Plant,Maharashtra,Bhushan Steel Meramandali,Andhra Pradesh,327,427,253,10887,7205,0.48,0,0,1359,765,YARD_1,Limestone,BTPN,Direct,10
PLAN_2024_0926,04/11/2025,Customer_8,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,Andhra Pradesh,315,430,124,12417,2183,0.54,1,2,3701,2502,YARD_5,Limestone,BTPN,Via Bilaspur,10
PLAN_2024_0927,05/11/2025,Customer_32,Bokaro Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Gujarat,1425,123,138,9081,1779,0.68,1,3,7325,1542,YARD_6,Limestone,BRN,Via Tatanagar,10
PLAN_2024_0928,29/10/2025,Customer_18,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,West Bengal,1376,408,180,11892,6715,0.58,1,4,2155,2253,YARD_8,Limestone,BRN,Direct,8
PLAN_2024_0929,16/10/2025,Customer_3,Bokaro Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Chhattisgarh,938,227,129,15583,3287,0.11,0,0,4453,1043,YARD_9,Coal,BOXN,Direct,8
PLAN_2024_0930,19/10/2025,Customer_9,Rourkela Steel Plant,Gujarat,Bhushan Steel Meramandali,Odisha,1390,176,280,5569,6413,0.67,0,0,5470,3551,YARD_1,Iron Ore,BRN,Direct,10
PLAN_2024_0931,20/10/2025,Customer_10,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,Odisha,327,54,246,10838,7470,0.85,1,5,8587,2660,YARD_4,Finished Steel,BOXN,Via Nagpur,2
PLAN_2024_0932,20/10/2025,Customer_11,Bokaro Steel Plant,Maharashtra,Jindal Steel Raigarh,Jharkhand,451,249,179,14515,1084,0.68,0,0,3287,596,YARD_7,Coal,BCN,Via Tatanagar,3
PLAN_2024_0933,12/11/2025,Customer_20,Bhilai Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Jharkhand,337,398,132,9648,4637,0.99,0,0,3371,3590,YARD_5,Iron Ore,BOXN,Via Nagpur,4
PLAN_2024_0934,06/11/2025,Customer_23,Rourkela Steel Plant,Maharashtra,Bhushan Steel Meramandali,Jharkhand,1444,180,166,16081,3250,0.84,1,5,7374,3214,YARD_1,Finished Steel,BCN,Via Nagpur,4
PLAN_2024_0935,02/11/2025,Customer_47,Bhilai Steel Plant,Gujarat,Essar Steel Hazira,Chhattisgarh,673,53,283,14708,1411,0.67,0,0,9286,2535,YARD_10,Iron Ore,BCN,Via Nagpur,7
PLAN_2024_0936,11/11/2025,Customer_23,Rourkela Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,618,493,151,14446,5060,0.34,1,2,2478,3462,YARD_4,Limestone,BCN,Via Bilaspur,10
PLAN_2024_0937,02/11/2025,Customer_32,Bhilai Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,West Bengal,785,269,166,18720,7987,0.94,0,0,6597,662,YARD_9,Finished Steel,BTPN,Via Bilaspur,10
PLAN_2024_0938,27/10/2025,Customer_43,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Gujarat,511,294,218,10441,2109,0.34,0,0,6608,1921,YARD_10,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0939,28/10/2025,Customer_12,Bokaro Steel Plant,Gujarat,RINL Visakhapatnam,Jharkhand,712,421,147,9625,2806,0.44,0,0,4707,969,YARD_9,Iron Ore,BTPN,Via Nagpur,9
PLAN_2024_0940,12/11/2025,Customer_9,Bokaro Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,West Bengal,228,422,254,19875,7464,0.17,1,2,9905,4069,YARD_9,Coal,BTPN,Via Bilaspur,9
PLAN_2024_0941,23/10/2025,Customer_25,Bokaro Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,443,232,156,6490,3610,0.86,1,2,3488,3261,YARD_10,Finished Steel,BOXN,Via Bilaspur,8
PLAN_2024_0942,29/10/2025,Customer_44,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Andhra Pradesh,1329,283,226,6550,5055,0.79,0,0,7815,1455,YARD_6,Iron Ore,BCN,Via Nagpur,8
PLAN_2024_0943,08/11/2025,Customer_2,Rourkela Steel Plant,Chhattisgarh,JSW Steel Dolvi,Andhra Pradesh,1217,357,196,19156,1580,0.81,0,0,4344,3139,YARD_2,Finished Steel,BRN,Direct,10
PLAN_2024_0944,29/10/2025,Customer_37,Rourkela Steel Plant,Maharashtra,Bhushan Steel Meramandali,Chhattisgarh,1120,290,236,13439,5762,0.29,1,5,7608,2660,YARD_2,Limestone,BTPN,Via Bilaspur,5
PLAN_2024_0945,08/11/2025,Customer_50,Bhilai Steel Plant,Jharkhand,SAIL Burnpur,Maharashtra,555,215,294,13816,3672,0.55,1,3,2342,2293,YARD_9,Finished Steel,BOXN,Via Tatanagar,3
PLAN_2024_0946,08/11/2025,Customer_4,Bhilai Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Odisha,1407,264,261,7451,4067,0.59,1,1,9318,3114,YARD_7,Limestone,BCN,Via Nagpur,2
PLAN_2024_0947,27/10/2025,Customer_38,Durgapur Steel Plant,Jharkhand,SAIL Burnpur,Odisha,385,151,204,13276,5247,0.36,0,0,6457,3108,YARD_10,Finished Steel,BTPN,Via Tatanagar,6
PLAN_2024_0948,14/11/2025,Customer_36,Durgapur Steel Plant,Maharashtra,RINL Visakhapatnam,Gujarat,705,462,128,13767,5081,0.28,0,0,4201,647,YARD_3,Finished Steel,BCN,Via Tatanagar,4
PLAN_2024_0949,02/11/2025,Customer_3,Rourkela Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,West Bengal,611,285,156,19610,5695,0.96,0,0,1101,3472,YARD_8,Limestone,BOXN,Direct,9
PLAN_2024_0950,16/10/2025,Customer_26,Bokaro Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Gujarat,400,112,209,18876,6669,0.94,1,3,3457,2895,YARD_7,Iron Ore,BOXN,Via Bilaspur,2
PLAN_2024_0951,31/10/2025,Customer_12,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Odisha,1226,216,269,10804,7794,0.84,1,4,8771,2766,YARD_6,Iron Ore,BRN,Via Bilaspur,7
PLAN_2024_0952,16/10/2025,Customer_13,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Jharkhand,1151,177,221,10708,1380,0.59,1,2,5294,2747,YARD_8,Limestone,BTPN,Via Bilaspur,6
PLAN_2024_0953,23/10/2025,Customer_9,Bhilai Steel Plant,West Bengal,RINL Visakhapatnam,Chhattisgarh,1328,249,134,18708,2664,0.4,0,0,2521,1542,YARD_4,Coal,BRN,Via Nagpur,10
PLAN_2024_0954,23/10/2025,Customer_30,Rourkela Steel Plant,Chhattisgarh,RINL Visakhapatnam,Maharashtra,1406,396,277,19494,4698,0.57,0,0,5825,3208,YARD_6,Coal,BRN,Via Nagpur,7
PLAN_2024_0955,05/11/2025,Customer_6,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,Andhra Pradesh,317,267,133,19171,6076,0.43,0,0,1541,3625,YARD_4,Finished Steel,BOXN,Via Bilaspur,8
PLAN_2024_0956,26/10/2025,Customer_8,Bokaro Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Gujarat,626,282,248,10824,6705,0.33,1,4,5734,3183,YARD_2,Limestone,BOXN,Direct,10
PLAN_2024_0957,27/10/2025,Customer_32,Bokaro Steel Plant,Jharkhand,JSW Steel Dolvi,Maharashtra,1460,232,127,11358,1939,0.32,0,0,4587,1531,YARD_5,Limestone,BTPN,Via Bilaspur,8
PLAN_2024_0958,17/10/2025,Customer_24,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Jharkhand,309,182,165,9820,3749,0.28,1,1,2884,4687,YARD_5,Iron Ore,BOXN,Via Nagpur,10
PLAN_2024_0959,17/10/2025,Customer_27,Bokaro Steel Plant,Maharashtra,Tata Steel Jamshedpur,West Bengal,629,76,262,10160,6243,0.86,0,0,7780,1847,YARD_6,Coal,BTPN,Via Tatanagar,3
PLAN_2024_0960,08/11/2025,Customer_44,Durgapur Steel Plant,West Bengal,Jindal Steel Raigarh,Andhra Pradesh,629,95,102,10992,1621,0.56,0,0,3196,4238,YARD_10,Coal,BRN,Direct,9
PLAN_2024_0961,25/10/2025,Customer_47,Bokaro Steel Plant,Maharashtra,Essar Steel Hazira,Gujarat,1039,174,192,15490,4122,0.19,0,0,4492,1592,YARD_4,Iron Ore,BCN,Via Bilaspur,2
PLAN_2024_0962,06/11/2025,Customer_46,Bhilai Steel Plant,West Bengal,Jindal Steel Raigarh,Andhra Pradesh,1277,217,103,16002,7883,1.0,0,0,3052,817,YARD_7,Coal,BCN,Direct,10
PLAN_2024_0963,26/10/2025,Customer_1,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Chhattisgarh,556,342,195,17713,5706,0.74,0,0,9195,4062,YARD_7,Coal,BTPN,Via Tatanagar,9
PLAN_2024_0964,24/10/2025,Customer_43,Rourkela Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,417,352,193,5325,2959,0.45,1,4,3252,3357,YARD_3,Coal,BCN,Via Bilaspur,4
